3000.000000	nan
3000.774861	nan
3001.549722	nan
3002.324583	nan
3003.099445	nan
3003.874306	nan
3004.649167	nan
3005.424028	nan
3006.198889	nan
3006.973750	nan
3007.748611	nan
3008.523472	nan
3009.298334	nan
3010.073195	nan
3010.848056	nan
3011.622917	nan
3012.397778	nan
3013.172639	nan
3013.947500	nan
3014.722362	nan
3015.497223	nan
3016.272084	nan
3017.046945	nan
3017.821806	nan
3018.596667	nan
3019.371528	nan
3020.146389	nan
3020.921251	nan
3021.696112	nan
3022.470973	nan
3023.245834	nan
3024.020695	nan
3024.795556	nan
3025.570417	nan
3026.345279	nan
3027.120140	nan
3027.895001	nan
3028.669862	nan
3029.444723	nan
3030.219584	nan
3030.994445	nan
3031.769306	nan
3032.544168	nan
3033.319029	nan
3034.093890	nan
3034.868751	nan
3035.643612	nan
3036.418473	nan
3037.193334	nan
3037.968196	nan
3038.743057	nan
3039.517918	nan
3040.292779	nan
3041.067640	nan
3041.842501	nan
3042.617362	nan
3043.392223	nan
3044.167085	nan
3044.941946	nan
3045.716807	nan
3046.491668	nan
3047.266529	nan
3048.041390	nan
3048.816251	nan
3049.591112	nan
3050.365974	nan
3051.140835	nan
3051.915696	nan
3052.690557	nan
3053.465418	nan
3054.240279	nan
3055.015140	nan
3055.790002	nan
3056.564863	nan
3057.339724	nan
3058.114585	nan
3058.889446	nan
3059.664307	nan
3060.439168	nan
3061.214029	nan
3061.988891	nan
3062.763752	nan
3063.538613	nan
3064.313474	nan
3065.088335	nan
3065.863196	nan
3066.638057	nan
3067.412919	nan
3068.187780	nan
3068.962641	nan
3069.737502	nan
3070.512363	nan
3071.287224	nan
3072.062085	nan
3072.836946	nan
3073.611808	nan
3074.386669	nan
3075.161530	nan
3075.936391	nan
3076.711252	nan
3077.486113	nan
3078.260974	nan
3079.035836	nan
3079.810697	nan
3080.585558	nan
3081.360419	nan
3082.135280	nan
3082.910141	nan
3083.685002	nan
3084.459863	nan
3085.234725	nan
3086.009586	nan
3086.784447	nan
3087.559308	nan
3088.334169	nan
3089.109030	nan
3089.883891	nan
3090.658753	nan
3091.433614	nan
3092.208475	nan
3092.983336	nan
3093.758197	nan
3094.533058	nan
3095.307919	nan
3096.082780	nan
3096.857642	nan
3097.632503	nan
3098.407364	nan
3099.182225	nan
3099.957086	nan
3100.731947	nan
3101.506808	nan
3102.281670	nan
3103.056531	nan
3103.831392	nan
3104.606253	nan
3105.381114	nan
3106.155975	nan
3106.930836	nan
3107.705697	nan
3108.480559	nan
3109.255420	nan
3110.030281	nan
3110.805142	nan
3111.580003	nan
3112.354864	nan
3113.129725	nan
3113.904587	nan
3114.679448	nan
3115.454309	nan
3116.229170	nan
3117.004031	nan
3117.778892	nan
3118.553753	nan
3119.328614	nan
3120.103476	nan
3120.878337	nan
3121.653198	nan
3122.428059	nan
3123.202920	nan
3123.977781	nan
3124.752642	nan
3125.527503	nan
3126.302365	nan
3127.077226	nan
3127.852087	nan
3128.626948	nan
3129.401809	nan
3130.176670	nan
3130.951531	nan
3131.726393	nan
3132.501254	nan
3133.276115	nan
3134.050976	nan
3134.825837	nan
3135.600698	nan
3136.375559	nan
3137.150420	nan
3137.925282	nan
3138.700143	nan
3139.475004	nan
3140.249865	nan
3141.024726	nan
3141.799587	nan
3142.574448	nan
3143.349310	nan
3144.124171	nan
3144.899032	nan
3145.673893	nan
3146.448754	nan
3147.223615	nan
3147.998476	nan
3148.773337	nan
3149.548199	nan
3150.323060	nan
3151.097921	nan
3151.872782	nan
3152.647643	nan
3153.422504	nan
3154.197365	nan
3154.972227	nan
3155.747088	nan
3156.521949	nan
3157.296810	nan
3158.071671	nan
3158.846532	nan
3159.621393	nan
3160.396254	nan
3161.171116	nan
3161.945977	nan
3162.720838	nan
3163.495699	nan
3164.270560	nan
3165.045421	nan
3165.820282	nan
3166.595144	nan
3167.370005	nan
3168.144866	nan
3168.919727	nan
3169.694588	nan
3170.469449	nan
3171.244310	nan
3172.019171	nan
3172.794033	nan
3173.568894	nan
3174.343755	nan
3175.118616	nan
3175.893477	nan
3176.668338	nan
3177.443199	nan
