HST/STIS/CCD 57933.42275499 57933.44539387 3000 5600
HST/STIS/MAMA 57933.47687536 57933.57491934  1585 3135
HST/STIS/CCD 57936.45695647 57936.49120415 3000 5600
HST/STIS/MAMA 57936.40012758  57936.55741934  1585 3135
HST/STIS/CCD 57941.23326635 57941.24217811 3000 5600
HST/STIS/MAMA 57941.24602117 57941.39133367 1585 3135
HST/STIS/CCD 57946.06819672 57946.07979404 3000 5600
HST/STIS/MAMA 57946.08363672 57946.35759515 1585 3135
