1640 [3.45027663e-17]
1680 [1.98286571e-17]
1720 [7.79099458e-17]
1760 [9.24834243e-17]
1800 [6.82867074e-17]
1840 [1.46211537e-16]
1880 [1.21322077e-16]
1920 [1.18666846e-16]
1960 [7.15706131e-17]
2000 [3.94355231e-17]
2040 [3.93478956e-17]
2080 [3.42024135e-17]
2120 [2.08376575e-17]
2160 [3.52686033e-17]
2200 [2.04975764e-17]
2240 [4.12932312e-17]
2280 [3.71121536e-17]
2320 [7.6154225e-17]
2360 [9.26637953e-17]
2400 [8.70812897e-17]
2440 [4.41526721e-17]
2480 [4.95645914e-17]
2520 [4.66477525e-17]
2560 [5.03876857e-17]
2600 [4.66889251e-17]
2640 [6.19083751e-17]
2680 [1.87451934e-16]
2720 [3.06333793e-16]
2760 [3.80684394e-16]
2800 [3.62348632e-16]
2840 [3.91212163e-16]
2880 [4.47890619e-16]
2920 [6.27052557e-16]
2960 [8.38935788e-16]
3000 [6.33023619e-16]
3040 [5.48591624e-16]
3080 [5.76535177e-16]
3120 [5.93332731e-16]
3160 [2.46822328e-16]
3200 [7.30254886e-16]
3240 [6.94161559e-16]
3280 [5.64427208e-16]
3320 [6.24301643e-16]
3360 [3.82690743e-16]
3400 [1.10422181e-15]
3440 [1.24367454e-15]
3480 [1.23755479e-15]
3520 [1.56981332e-15]
3560 [1.8506292e-15]
3600 [2.26067163e-15]
3640 [2.21498257e-15]
3680 [3.21315651e-15]
3720 [4.3196836e-15]
3760 [2.62551202e-15]
3800 [2.15450229e-15]
3840 [2.48531773e-15]
3880 [4.33027092e-15]
3920 [5.65111359e-15]
3960 [6.45462907e-15]
4000 [6.17053561e-15]
4040 [4.62198279e-15]
4080 [4.13822057e-15]
4120 [4.01847523e-15]
4160 [4.20985441e-15]
4200 [4.73419585e-15]
4240 [4.88325858e-15]
4280 [5.21433743e-15]
4320 [5.70911299e-15]
4360 [4.90366554e-15]
4400 [3.55212847e-15]
4440 [3.10856483e-15]
4480 [3.80934115e-15]
4520 [4.94058488e-15]
4560 [7.96494549e-15]
4600 [1.18313721e-14]
4640 [1.33211708e-14]
4680 [9.9609151e-15]
4720 [5.9749098e-15]
4760 [4.45680687e-15]
4800 [5.26808369e-15]
4840 [5.49115388e-15]
4880 [5.98468024e-15]
4920 [9.18285169e-15]
4960 [1.09265228e-14]
5000 [7.62428656e-15]
5040 [6.14901685e-15]
5080 [5.82578188e-15]
5120 [5.55935911e-15]
5160 [5.84114048e-15]
5200 [6.83243406e-15]
5240 [8.9627981e-15]
5280 [1.16588082e-14]
5320 [1.46879883e-14]
5360 [1.37507662e-14]
5400 [1.35658509e-14]
5440 [1.68804143e-14]
5480 [1.94442724e-14]
5520 [2.0362232e-14]
5560 [1.94624247e-14]
5600 [1.8147602e-14]
