1600 0
1700.4548 2.31043e-17
1701.9991 1.6867066e-17
1703.5435 1.9798782e-17
1705.0878 2.9461982e-17
1706.6322 2.6474944e-17
1708.1766 3.1047159e-17
1709.7209 2.7802143e-17
1711.2653 2.955656e-17
1712.8097 2.9515507e-17
1714.3541 3.3481378e-17
1715.8986 2.8801555e-17
1717.443 3.1270857e-17
1718.9874 2.8368023e-17
1720.5319 2.9478183e-17
1722.0763 2.2183907e-17
1723.6208 1.5811539e-17
1725.1652 2.4681785e-17
1726.7097 2.633334e-17
1728.2542 2.6521203e-17
1729.7987 1.9476784e-17
1731.3432 2.6307133e-17
1732.8877 2.4351309e-17
1734.4323 2.4973341e-17
1735.9768 2.0579583e-17
1737.5213 1.6823716e-17
1739.0659 1.985182e-17
1740.6104 1.8286769e-17
1742.155 1.4088429e-17
1743.6996 1.5355106e-17
1745.2442 1.4611676e-17
1746.7888 1.26592e-17
1748.3334 1.0533284e-17
1749.878 1.7527069e-17
1751.4226 1.5179381e-17
1752.9673 2.1781543e-17
1754.5119 2.1819485e-17
1756.0566 1.5980297e-17
1757.6012 1.798615e-17
1759.1459 1.2817559e-17
1760.6906 1.304259e-17
1762.2353 9.7316961e-18
1763.78 1.4962967e-17
1765.3247 9.2984203e-18
1766.8694 1.1798537e-17
1768.4141 9.9739745e-18
1769.9588 1.6017991e-17
1771.5036 2.241114e-17
1773.0483 2.3790618e-17
1774.5931 2.8984654e-17
1776.1379 3.8631893e-17
1777.6826 4.432659e-17
1779.2274 4.5547065e-17
1780.7722 4.4830564e-17
1782.317 4.8864493e-17
1783.8619 5.144982e-17
1785.4067 4.7689823e-17
1786.9515 5.2564451e-17
1788.4964 5.2969639e-17
1790.0412 5.6660489e-17
1791.5861 5.5050256e-17
1793.1309 6.0140479e-17
1794.6758 6.2739924e-17
1796.2207 7.272459e-17
1797.7656 7.3794231e-17
1799.3105 7.9215033e-17
1800.8554 8.1452065e-17
1802.4004 8.1378982e-17
1803.9453 8.3161236e-17
1805.4902 8.5349044e-17
1807.0352 8.5556917e-17
1808.5802 8.3010549e-17
1810.1251 8.3858239e-17
1811.6701 8.2267466e-17
1813.2151 8.2893293e-17
1814.7601 7.9338018e-17
1816.3051 8.3579709e-17
1817.8501 8.3497131e-17
1819.3951 8.4270755e-17
1820.9402 8.7763848e-17
1822.4852 8.7907575e-17
1824.0303 8.6274899e-17
1825.5753 8.6505698e-17
1827.1204 8.4214316e-17
1828.6655 8.454049e-17
1830.2106 8.3721176e-17
1831.7557 8.347747e-17
1833.3008 8.6162267e-17
1834.8459 8.4944147e-17
1836.391 8.4166359e-17
1837.9362 8.7424192e-17
1839.4813 8.7052097e-17
1841.0265 8.6258018e-17
1842.5716 8.3784391e-17
1844.1168 8.3910993e-17
1845.662 8.6861193e-17
1847.2072 8.8698255e-17
1848.7524 8.4618795e-17
1850.2976 8.6464072e-17
1851.8428 8.5125165e-17
1853.388 8.2158244e-17
1854.9332 8.4421451e-17
1856.4785 8.5687934e-17
1858.0237 9.5870333e-17
1859.569 9.5761206e-17
1861.1143 9.9477229e-17
1862.6596 9.9274226e-17
1864.2049 1.0562402e-16
1865.7502 1.1248524e-16
1867.2955 1.1544384e-16
1868.8408 1.2104996e-16
1870.3861 1.2673515e-16
1871.9314 1.3197264e-16
1873.4768 1.3167808e-16
1875.0221 1.3671761e-16
1876.5675 1.3955715e-16
1878.1129 1.4253302e-16
1879.6583 1.4902593e-16
1881.2036 1.5087268e-16
1882.749 1.5792526e-16
1884.2945 1.5686242e-16
1885.8399 1.5697013e-16
1887.3853 1.5874031e-16
1888.9307 1.6184395e-16
1890.4762 1.6597269e-16
1892.0216 1.619412e-16
1893.5671 1.6727847e-16
1895.1126 1.6426364e-16
1896.658 1.6563943e-16
1898.2035 1.6081372e-16
1899.749 1.6179907e-16
1901.2945 1.5941168e-16
1902.8401 1.5966414e-16
1904.3856 1.5047469e-16
1905.9311 1.4438032e-16
